S,H,A,TH,TA,gh,ga,allg,ph,pa,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,y1,y2,p1,p2,p5,p6,id,p3,p4,p7,p8,p1.1,p2.1,p3.1,p4.1,KH,KA,last_h5,last_a5,last_5KH,last_5KA
8,29,27,21,21,1,1,2,1,1,14.0,8.0,4.0,6.0,6.0,3.0,13.0,10.0,2.0,3.0,0.0,0.0,0,0,19.0,21.0,298.0,277.0,3028,30.0,46.0,467.0,630.0,20.0,22.0,31.0,47.0,4.0,1.0,1.4,2.0,2.4,2.8
8,38,27,37,37,2,1,3,3,0,14.0,9.0,3.0,6.0,4.0,4.0,13.0,18.0,1.0,1.0,0.0,0.0,0,1,29.0,33.0,234.0,289.0,3193,46.0,80.0,355.0,664.0,32.0,33.0,49.0,80.0,4.0,1.0,1.4,1.6,2.2,3.0
8,46,27,3,3,2,2,4,1,1,17.0,8.0,8.0,5.0,7.0,5.0,12.0,9.0,1.0,0.0,0.0,0.0,1,1,0.0,1.0,234.0,257.0,2852,0.0,4.0,363.0,588.0,1.0,2.0,1.0,5.0,3.0,1.0,0.6,1.6,2.4,1.6
8,1,27,19,20,0,1,1,0,3,6.0,14.0,3.0,3.0,2.0,4.0,15.0,16.0,1.0,2.0,0.0,0.0,0,0,16.0,18.0,243.0,274.0,3015,29.0,43.0,428.0,627.0,16.0,21.0,29.0,46.0,3.0,1.0,1.4,1.6,2.8,2.0
8,13,18,19,19,1,0,1,3,0,10.0,10.0,7.0,4.0,13.0,6.0,15.0,21.0,1.0,4.0,0.0,0.0,0,0,18.0,10.0,37.0,137.0,3005,22.0,22.0,58.0,352.0,21.0,10.0,25.0,22.0,5.0,4.0,1.6,0.0,2.4,3.0
8,14,18,36,37,2,1,3,3,0,13.0,9.0,5.0,3.0,8.0,6.0,19.0,22.0,1.0,1.0,0.0,0.0,0,1,39.0,16.0,292.0,143.0,3184,54.0,41.0,471.0,371.0,42.0,16.0,57.0,41.0,2.0,4.0,2.8,0.5,2.2,2.2
8,15,18,24,23,1,3,4,0,3,9.0,8.0,5.0,4.0,15.0,3.0,9.0,22.0,0.0,1.0,0.0,0.0,1,1,10.0,10.0,217.0,137.0,3051,21.0,23.0,344.0,353.0,10.0,13.0,21.0,26.0,4.0,4.0,0.6,1.3333333333333333,2.2,3.0
8,17,18,22,21,1,0,1,3,0,7.0,9.0,3.0,6.0,5.0,11.0,9.0,18.0,2.0,3.0,0.0,0.0,0,0,14.0,10.0,135.0,137.0,3033,20.0,22.0,211.0,352.0,17.0,10.0,23.0,22.0,5.0,4.0,1.2,1.0,2.2,2.0
8,23,18,1,1,2,0,2,3,0,17.0,12.0,8.0,6.0,6.0,4.0,21.0,20.0,1.0,3.0,0.0,0.0,0,0,,,255.0,127.0,2829,,,427.0,330.0,,,,,2.0,4.0,2.4,0.8,2.2,2.0
8,24,18,7,7,1,1,2,1,1,10.0,9.0,4.0,3.0,9.0,3.0,14.0,13.0,3.0,1.0,0.0,0.0,0,0,7.0,3.0,142.0,130.0,2893,14.0,7.0,247.0,337.0,8.0,4.0,15.0,8.0,3.0,4.0,1.0,0.8,2.2,1.8
8,25,18,11,11,3,1,4,3,0,10.0,9.0,8.0,7.0,9.0,6.0,10.0,10.0,0.0,1.0,0.0,1.0,1,1,13.0,7.0,292.0,134.0,2933,18.0,12.0,477.0,342.0,16.0,7.0,21.0,12.0,2.0,4.0,1.2,1.0,2.4,2.0
8,40,18,16,16,2,0,2,3,0,24.0,7.0,11.0,2.0,8.0,4.0,16.0,23.0,0.0,3.0,0.0,0.0,0,0,15.0,10.0,78.0,137.0,2983,23.0,21.0,121.0,351.0,18.0,10.0,26.0,21.0,3.0,4.0,0.6,1.0,2.6,2.2
8,43,18,4,4,3,2,5,3,0,11.0,11.0,7.0,6.0,7.0,5.0,11.0,10.0,1.0,2.0,0.0,0.0,1,1,3.0,0.0,208.0,127.0,2857,4.0,4.0,362.0,334.0,6.0,0.0,7.0,4.0,4.0,4.0,1.4,0.4,2.2,3.0
8,27,18,26,25,1,0,1,3,0,8.0,5.0,1.0,1.0,2.0,5.0,8.0,11.0,0.0,2.0,0.0,0.0,0,0,31.0,13.0,359.0,140.0,3076,59.0,27.0,643.0,357.0,34.0,13.0,62.0,27.0,1.0,4.0,3.6,0.8,3.0,4.8
8,0,18,34,35,4,1,5,3,0,10.0,4.0,8.0,2.0,10.0,0.0,7.0,13.0,0.0,2.0,0.0,1.0,1,1,42.0,16.0,318.0,143.0,3159,60.0,38.0,542.0,368.0,45.0,16.0,63.0,38.0,2.0,4.0,1.2,0.8,2.8,2.4
8,8,18,13,13,0,1,1,0,3,11.0,9.0,6.0,4.0,3.0,3.0,8.0,18.0,1.0,2.0,0.0,0.0,0,0,6.0,7.0,32.0,134.0,2946,7.0,12.0,43.0,342.0,6.0,10.0,7.0,15.0,5.0,4.0,1.2,0.8,3.4,1.6
8,22,18,27,28,2,0,2,3,0,12.0,8.0,6.0,2.0,3.0,2.0,11.0,14.0,1.0,2.0,0.0,1.0,0,0,22.0,13.0,63.0,140.0,3093,40.0,31.0,110.0,361.0,25.0,13.0,43.0,31.0,5.0,4.0,1.8,0.8,2.8,1.2
8,28,18,5,5,1,2,3,0,3,9.0,12.0,5.0,9.0,7.0,7.0,16.0,5.0,3.0,0.0,0.0,0.0,0,1,1.0,0.0,116.0,127.0,2870,5.0,4.0,193.0,334.0,1.0,3.0,5.0,7.0,4.0,4.0,0.8,0.8,2.8,3.6
8,26,18,17,17,5,0,5,3,0,13.0,14.0,9.0,4.0,5.0,13.0,12.0,12.0,0.0,1.0,0.0,0.0,1,1,7.0,10.0,94.0,137.0,2988,14.0,21.0,146.0,351.0,10.0,10.0,17.0,21.0,5.0,4.0,1.6,0.8,2.4,1.2
8,29,18,10,10,0,1,1,0,3,11.0,9.0,4.0,4.0,5.0,4.0,9.0,12.0,1.0,3.0,0.0,0.0,0,0,7.0,4.0,286.0,131.0,2919,16.0,9.0,453.0,339.0,7.0,7.0,16.0,12.0,4.0,4.0,1.0,0.8,3.2,3.4
8,38,18,29,30,1,0,1,3,0,17.0,5.0,5.0,1.0,6.0,6.0,13.0,18.0,1.0,1.0,0.0,0.0,0,0,26.0,13.0,231.0,140.0,3116,41.0,32.0,350.0,362.0,29.0,13.0,44.0,32.0,4.0,4.0,1.6,0.8,2.4,3.2
8,46,18,31,31,0,2,2,0,3,17.0,10.0,6.0,7.0,8.0,2.0,16.0,16.0,3.0,2.0,1.0,0.0,0,0,18.0,13.0,252.0,140.0,3128,35.0,32.0,398.0,362.0,18.0,16.0,35.0,35.0,3.0,4.0,0.8,0.6,2.4,2.0
8,1,18,33,33,2,1,3,3,0,8.0,5.0,5.0,3.0,5.0,3.0,13.0,14.0,0.0,3.0,0.0,0.0,0,1,25.0,16.0,252.0,143.0,3145,45.0,38.0,444.0,368.0,28.0,16.0,48.0,38.0,3.0,4.0,0.8,1.0,2.4,2.2
8,13,0,22,22,1,0,1,3,0,9.0,10.0,4.0,5.0,6.0,12.0,15.0,12.0,1.0,1.0,0.0,0.0,0,0,21.0,10.0,40.0,216.0,3030,28.0,39.0,64.0,521.0,24.0,10.0,31.0,39.0,5.0,2.0,1.6,0.0,2.4,2.0
8,14,0,4,4,2,2,4,1,1,12.0,13.0,5.0,5.0,7.0,6.0,16.0,22.0,3.0,1.0,0.0,0.0,1,1,3.0,0.0,256.0,206.0,2859,4.0,6.0,421.0,488.0,4.0,1.0,5.0,7.0,2.0,2.0,2.0,1.0,2.0,3.0
8,15,0,26,26,0,1,1,0,3,12.0,8.0,4.0,6.0,3.0,7.0,13.0,14.0,3.0,4.0,0.0,0.0,0,0,10.0,11.0,217.0,217.0,3071,21.0,44.0,344.0,526.0,10.0,14.0,21.0,47.0,4.0,2.0,0.6,1.0,2.8,2.8
8,17,0,36,35,1,2,3,0,3,6.0,14.0,2.0,9.0,4.0,6.0,14.0,13.0,3.0,4.0,0.0,0.0,0,1,30.0,18.0,151.0,224.0,3170,38.0,63.0,229.0,545.0,30.0,21.0,38.0,66.0,5.0,2.0,0.8,1.25,2.0,2.0
8,23,0,14,15,1,0,1,3,0,12.0,9.0,6.0,3.0,8.0,4.0,19.0,22.0,1.0,7.0,0.0,0.0,0,0,12.0,9.0,267.0,215.0,2972,19.0,28.0,446.0,510.0,15.0,9.0,22.0,28.0,2.0,2.0,2.6,1.0,2.2,3.6
8,24,0,23,24,0,0,0,1,1,3.0,13.0,0.0,4.0,1.0,9.0,6.0,8.0,2.0,2.0,1.0,0.0,0,0,21.0,10.0,156.0,216.0,3054,35.0,40.0,268.0,522.0,22.0,11.0,36.0,41.0,3.0,2.0,1.2,1.0,2.0,2.0
8,25,0,19,19,4,0,4,3,0,12.0,12.0,6.0,6.0,6.0,3.0,18.0,14.0,2.0,0.0,0.0,0.0,1,1,22.0,10.0,301.0,216.0,3010,30.0,35.0,489.0,517.0,25.0,10.0,33.0,35.0,2.0,2.0,1.8,1.0,1.8,3.2
8,40,0,1,1,1,0,1,3,0,8.0,14.0,2.0,7.0,2.0,9.0,10.0,21.0,3.0,1.0,0.0,1.0,0,0,,,63.0,206.0,2832,,,98.0,482.0,,,,,3.0,2.0,0.8,0.6,1.8,1.8
8,43,0,18,18,1,1,2,1,1,8.0,17.0,4.0,10.0,3.0,7.0,20.0,14.0,2.0,1.0,0.0,0.0,0,0,22.0,9.0,227.0,215.0,3003,24.0,34.0,382.0,516.0,23.0,10.0,25.0,35.0,4.0,2.0,2.0,0.4,1.8,2.2
8,27,0,28,28,6,1,7,3,0,16.0,6.0,9.0,2.0,3.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,1,1,34.0,14.0,362.0,220.0,3098,63.0,50.0,647.0,532.0,37.0,14.0,66.0,50.0,1.0,2.0,3.0,0.2,1.6,3.8
8,8,0,5,5,1,1,2,1,1,9.0,18.0,5.0,11.0,4.0,10.0,17.0,13.0,0.0,2.0,0.0,0.0,0,0,4.0,1.0,30.0,207.0,2864,4.0,7.0,40.0,489.0,5.0,2.0,5.0,8.0,5.0,2.0,0.8,0.4,2.8,2.4
8,22,0,7,7,1,1,2,1,1,17.0,10.0,6.0,4.0,4.0,7.0,8.0,13.0,1.0,2.0,0.0,0.0,0,0,4.0,2.0,45.0,208.0,2887,7.0,11.0,77.0,493.0,5.0,3.0,8.0,12.0,5.0,2.0,1.8,0.6,3.2,2.6
8,28,0,12,12,0,1,1,0,3,4.0,11.0,3.0,8.0,5.0,8.0,10.0,11.0,1.0,1.0,1.0,0.0,0,0,2.0,6.0,117.0,212.0,2938,10.0,24.0,198.0,506.0,2.0,9.0,10.0,27.0,4.0,2.0,0.8,0.8,2.8,1.6
8,18,0,14,14,2,0,2,3,0,4.0,4.0,2.0,2.0,3.0,5.0,20.0,12.0,3.0,1.0,0.0,0.0,0,0,5.0,9.0,208.0,215.0,2956,15.0,28.0,345.0,510.0,8.0,9.0,18.0,28.0,4.0,2.0,1.8,1.0,2.8,1.2
8,26,0,33,32,0,4,4,0,3,7.0,15.0,2.0,8.0,7.0,3.0,10.0,8.0,2.0,0.0,0.0,0.0,1,1,12.0,15.0,99.0,221.0,3141,27.0,57.0,159.0,539.0,12.0,18.0,27.0,60.0,5.0,2.0,2.4,0.8,2.8,2.6
8,29,0,37,37,0,0,0,1,1,12.0,8.0,2.0,1.0,4.0,8.0,14.0,10.0,1.0,0.0,0.0,0.0,0,0,30.0,21.0,309.0,227.0,3194,47.0,69.0,484.0,551.0,31.0,22.0,48.0,70.0,4.0,2.0,0.8,1.4,2.2,1.4
8,38,0,38,38,3,2,5,3,0,11.0,8.0,7.0,5.0,7.0,5.0,17.0,10.0,1.0,2.0,0.0,0.0,1,1,32.0,22.0,237.0,228.0,3203,49.0,70.0,358.0,552.0,35.0,22.0,52.0,70.0,4.0,2.0,1.6,1.2,1.8,1.2
8,46,0,10,10,1,2,3,0,3,11.0,13.0,3.0,5.0,5.0,4.0,15.0,11.0,1.0,0.0,0.0,0.0,0,1,3.0,3.0,237.0,209.0,2921,8.0,18.0,371.0,500.0,3.0,6.0,8.0,21.0,3.0,2.0,0.6,1.4,2.4,1.6
8,1,0,29,30,0,0,0,1,1,4.0,14.0,2.0,5.0,3.0,3.0,16.0,13.0,2.0,2.0,0.0,1.0,0,0,20.0,14.0,247.0,220.0,3119,37.0,53.0,436.0,535.0,21.0,15.0,38.0,54.0,3.0,2.0,1.0,1.6,2.8,1.8
8,13,46,24,23,1,1,2,1,1,9.0,18.0,3.0,3.0,0.0,5.0,11.0,8.0,0.0,1.0,0.0,0.0,0,0,24.0,13.0,43.0,142.0,3059,32.0,29.0,68.0,392.0,25.0,14.0,33.0,30.0,5.0,3.0,1.4,1.0,2.4,2.4
8,14,46,1,1,4,2,6,3,0,17.0,12.0,10.0,5.0,7.0,7.0,19.0,14.0,1.0,2.0,0.0,0.0,1,1,,,253.0,129.0,2826,,,417.0,363.0,,,,,2.0,3.0,2.0,1.5,1.6,3.6
8,15,46,7,7,0,3,3,0,3,9.0,12.0,2.0,10.0,5.0,6.0,12.0,11.0,0.0,1.0,0.0,0.0,0,1,1.0,1.0,208.0,130.0,2885,7.0,3.0,330.0,366.0,1.0,4.0,7.0,6.0,4.0,3.0,0.6,2.0,2.2,2.0
8,17,46,12,12,0,0,0,1,1,14.0,6.0,2.0,6.0,6.0,1.0,14.0,18.0,1.0,1.0,0.0,0.0,0,0,4.0,5.0,125.0,134.0,2943,5.0,11.0,196.0,374.0,5.0,6.0,6.0,12.0,5.0,3.0,0.6,1.5,2.6,2.6
8,23,46,13,14,0,1,1,0,3,15.0,4.0,6.0,3.0,2.0,2.0,14.0,19.0,1.0,1.0,0.0,0.0,0,0,12.0,6.0,267.0,135.0,2957,19.0,15.0,446.0,378.0,12.0,9.0,19.0,18.0,2.0,3.0,1.6,1.4,2.2,4.0
8,24,46,19,19,2,1,3,3,0,11.0,11.0,6.0,4.0,6.0,5.0,7.0,5.0,1.0,0.0,0.0,0.0,0,1,18.0,13.0,153.0,142.0,3009,32.0,26.0,265.0,389.0,21.0,13.0,35.0,26.0,3.0,3.0,1.0,1.4,2.4,1.4
8,25,46,25,25,3,0,3,3,0,14.0,8.0,10.0,3.0,5.0,3.0,9.0,6.0,0.0,1.0,0.0,1.0,0,1,29.0,14.0,308.0,143.0,3075,41.0,31.0,500.0,394.0,32.0,14.0,44.0,31.0,2.0,3.0,2.4,1.4,2.6,3.2
8,40,46,4,4,1,1,2,1,1,17.0,16.0,7.0,9.0,4.0,11.0,19.0,14.0,2.0,3.0,0.0,0.0,0,0,3.0,0.0,66.0,129.0,2856,3.0,1.0,101.0,364.0,4.0,1.0,4.0,2.0,3.0,3.0,0.8,1.0,2.0,1.4
8,43,46,5,5,1,0,1,3,0,15.0,11.0,7.0,5.0,11.0,3.0,14.0,13.0,1.0,2.0,0.0,0.0,0,0,6.0,1.0,211.0,130.0,2873,7.0,2.0,365.0,365.0,9.0,1.0,10.0,2.0,4.0,3.0,1.8,0.6,1.8,2.2
8,27,46,22,21,3,1,4,3,0,25.0,9.0,12.0,5.0,8.0,2.0,17.0,13.0,1.0,2.0,0.0,0.0,1,1,25.0,13.0,353.0,142.0,3037,47.0,29.0,631.0,392.0,28.0,13.0,50.0,29.0,1.0,3.0,3.8,0.6,2.0,4.6
8,0,46,29,28,3,0,3,3,0,16.0,4.0,6.0,2.0,5.0,6.0,19.0,12.0,2.0,3.0,0.0,0.0,0,1,36.0,17.0,312.0,146.0,3099,50.0,35.0,532.0,398.0,39.0,17.0,53.0,35.0,2.0,3.0,2.0,0.6,2.6,3.0
8,8,46,27,27,1,2,3,0,3,15.0,11.0,5.0,5.0,7.0,1.0,9.0,10.0,1.0,2.0,0.0,0.0,0,1,10.0,14.0,36.0,143.0,3090,16.0,32.0,52.0,395.0,10.0,17.0,16.0,35.0,5.0,3.0,0.8,0.4,2.6,2.0
8,22,46,9,9,1,1,2,1,1,11.0,7.0,8.0,2.0,8.0,5.0,10.0,11.0,0.0,4.0,0.0,0.0,0,0,5.0,4.0,46.0,133.0,2907,11.0,7.0,81.0,370.0,6.0,5.0,12.0,8.0,5.0,3.0,1.4,0.8,2.6,2.2
8,28,46,38,38,2,1,3,3,0,19.0,11.0,7.0,5.0,5.0,6.0,13.0,15.0,0.0,0.0,0.0,0.0,0,1,16.0,18.0,131.0,147.0,3201,39.0,42.0,227.0,405.0,19.0,18.0,42.0,42.0,4.0,3.0,0.4,0.8,2.6,2.2
8,18,46,18,18,1,1,2,1,1,15.0,9.0,5.0,4.0,9.0,7.0,10.0,7.0,1.0,2.0,0.0,0.0,0,0,11.0,12.0,214.0,141.0,2996,21.0,25.0,351.0,388.0,12.0,13.0,22.0,26.0,4.0,3.0,1.8,1.0,3.0,2.4
8,26,46,36,36,1,0,1,3,0,16.0,12.0,9.0,7.0,10.0,10.0,19.0,12.0,3.0,5.0,0.0,0.0,0,0,12.0,18.0,99.0,147.0,3173,31.0,39.0,163.0,402.0,15.0,18.0,34.0,39.0,5.0,3.0,2.0,1.0,2.6,2.2
8,29,46,32,34,2,1,3,3,0,20.0,13.0,14.0,6.0,7.0,5.0,19.0,9.0,0.0,0.0,0.0,0.0,0,1,23.0,18.0,302.0,147.0,3156,39.0,39.0,476.0,402.0,26.0,18.0,42.0,39.0,4.0,3.0,0.4,1.0,2.2,2.8
8,38,46,15,15,2,3,5,0,3,10.0,14.0,5.0,8.0,6.0,10.0,12.0,10.0,1.0,2.0,0.0,0.0,1,1,10.0,9.0,215.0,138.0,2970,17.0,18.0,326.0,381.0,10.0,12.0,17.0,21.0,4.0,3.0,1.8,0.8,2.2,2.4
8,1,46,32,32,2,2,4,1,1,6.0,7.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,1,1,24.0,17.0,251.0,146.0,3132,44.0,35.0,443.0,398.0,25.0,18.0,45.0,36.0,3.0,3.0,0.6,1.2,2.8,1.8
8,13,17,25,25,2,1,3,3,0,13.0,6.0,9.0,3.0,9.0,3.0,13.0,14.0,2.0,1.0,0.0,0.0,0,1,25.0,6.0,44.0,76.0,3062,33.0,24.0,69.0,215.0,28.0,6.0,36.0,24.0,5.0,5.0,1.2,1.0,2.2,1.6
8,14,17,17,17,4,1,5,3,0,19.0,5.0,10.0,3.0,3.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0,1,1,17.0,5.0,270.0,75.0,2987,20.0,13.0,437.0,204.0,20.0,5.0,23.0,13.0,2.0,5.0,2.2,1.0,2.4,3.4
8,15,17,31,31,2,0,2,3,0,12.0,14.0,7.0,8.0,9.0,4.0,12.0,16.0,0.0,1.0,1.0,0.0,0,0,12.0,8.0,219.0,78.0,3124,24.0,35.0,347.0,226.0,15.0,8.0,27.0,35.0,4.0,5.0,0.6,0.6666666666666666,2.8,2.8
8,23,17,27,27,0,0,0,1,1,12.0,3.0,6.0,2.0,17.0,4.0,11.0,17.0,2.0,5.0,0.0,0.0,0,0,22.0,6.0,277.0,76.0,3084,39.0,27.0,466.0,218.0,23.0,7.0,40.0,28.0,2.0,5.0,1.2,0.5,2.8,3.6
8,24,17,11,11,2,1,3,3,0,9.0,7.0,5.0,2.0,7.0,3.0,9.0,18.0,0.0,3.0,0.0,0.0,0,1,8.0,1.0,143.0,71.0,2928,16.0,5.0,249.0,196.0,11.0,1.0,19.0,5.0,3.0,5.0,1.0,0.6,2.4,2.4
8,25,17,28,30,1,1,2,1,1,18.0,7.0,8.0,4.0,9.0,3.0,11.0,9.0,2.0,2.0,0.0,0.0,0,0,32.0,7.0,311.0,77.0,3120,45.0,34.0,504.0,225.0,33.0,8.0,46.0,35.0,2.0,5.0,2.6,0.6,2.6,2.4
8,40,17,6,6,2,1,3,3,0,15.0,10.0,8.0,5.0,4.0,5.0,16.0,28.0,2.0,3.0,0.0,0.0,0,1,4.0,1.0,67.0,71.0,2880,4.0,4.0,102.0,195.0,7.0,1.0,7.0,4.0,3.0,5.0,1.0,0.6,2.4,2.4
8,43,17,10,10,3,1,4,3,0,18.0,8.0,8.0,7.0,7.0,4.0,9.0,16.0,1.0,2.0,0.0,0.0,1,1,10.0,1.0,215.0,71.0,2920,11.0,5.0,369.0,196.0,13.0,1.0,14.0,5.0,4.0,5.0,2.0,0.6,2.0,3.0
8,27,17,36,37,0,1,1,0,3,11.0,10.0,6.0,5.0,13.0,1.0,13.0,11.0,1.0,0.0,0.0,0.0,0,0,47.0,8.0,375.0,78.0,3187,80.0,38.0,664.0,229.0,47.0,11.0,80.0,41.0,1.0,5.0,3.2,0.8,2.4,4.2
8,0,17,13,13,0,0,0,1,1,15.0,9.0,9.0,2.0,10.0,0.0,12.0,13.0,0.0,2.0,0.0,0.0,0,0,18.0,1.0,294.0,71.0,2944,27.0,6.0,509.0,197.0,19.0,2.0,28.0,7.0,2.0,5.0,2.2,1.0,2.6,2.6
8,8,17,33,35,2,0,2,3,0,15.0,12.0,9.0,3.0,3.0,8.0,14.0,13.0,0.0,2.0,0.0,1.0,0,0,15.0,8.0,41.0,78.0,3161,21.0,38.0,57.0,229.0,18.0,8.0,24.0,38.0,5.0,5.0,0.6,0.8,2.0,1.8
8,22,17,16,16,0,1,1,0,3,11.0,3.0,5.0,3.0,6.0,1.0,13.0,13.0,1.0,1.0,0.0,0.0,0,0,12.0,2.0,53.0,72.0,2977,27.0,10.0,97.0,201.0,12.0,5.0,27.0,13.0,5.0,5.0,1.2,0.6,2.0,2.2
8,28,17,23,23,4,0,4,3,0,13.0,6.0,8.0,3.0,4.0,5.0,8.0,14.0,0.0,4.0,0.0,0.0,1,1,10.0,6.0,125.0,76.0,3045,20.0,23.0,208.0,214.0,13.0,6.0,23.0,23.0,4.0,5.0,0.6,0.6,1.6,3.2
8,18,17,3,3,2,2,4,1,1,12.0,7.0,9.0,4.0,11.0,2.0,11.0,9.0,2.0,3.0,0.0,0.0,1,1,3.0,0.0,206.0,70.0,2846,3.0,1.0,333.0,192.0,4.0,1.0,4.0,2.0,4.0,5.0,1.6,0.4,1.6,3.6
8,26,17,20,20,0,0,0,1,1,15.0,14.0,7.0,3.0,7.0,7.0,15.0,14.0,2.0,2.0,0.0,0.0,0,0,10.0,5.0,97.0,75.0,3019,18.0,19.0,150.0,210.0,11.0,6.0,19.0,20.0,5.0,5.0,2.0,0.6,2.2,1.8
8,29,17,2,2,3,2,5,3,0,9.0,10.0,4.0,5.0,9.0,6.0,23.0,11.0,0.0,3.0,1.0,0.0,1,1,,,279.0,70.0,2841,0.0,1.0,437.0,192.0,,,3.0,1.0,4.0,5.0,0.8,0.6,2.2,3.8
8,38,17,21,21,1,0,1,3,0,10.0,9.0,5.0,5.0,7.0,6.0,17.0,10.0,0.0,2.0,0.0,0.0,0,0,16.0,6.0,221.0,76.0,3029,24.0,20.0,333.0,211.0,19.0,6.0,27.0,20.0,4.0,5.0,1.6,1.0,2.8,3.8
8,46,17,33,33,3,1,4,3,0,18.0,6.0,10.0,3.0,3.0,5.0,10.0,18.0,0.0,2.0,0.0,0.0,1,1,18.0,8.0,252.0,78.0,3151,36.0,35.0,399.0,226.0,21.0,8.0,39.0,35.0,3.0,5.0,0.6,0.8,2.8,3.0
8,1,17,7,8,4,1,5,3,0,12.0,11.0,7.0,6.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1,4.0,1.0,231.0,71.0,2894,9.0,5.0,408.0,196.0,7.0,1.0,12.0,5.0,3.0,5.0,0.8,1.0,2.8,3.2
8,13,29,27,26,2,0,2,3,0,11.0,5.0,4.0,3.0,4.0,11.0,10.0,12.0,2.0,1.0,0.0,0.0,0,0,28.0,14.0,47.0,172.0,3088,37.0,37.0,73.0,474.0,31.0,14.0,40.0,37.0,5.0,4.0,1.6,0.0,2.4,1.4
8,14,29,24,25,3,1,4,3,0,14.0,4.0,4.0,2.0,7.0,2.0,12.0,19.0,1.0,3.0,0.0,0.0,1,1,29.0,14.0,282.0,172.0,3063,34.0,37.0,451.0,474.0,32.0,14.0,37.0,37.0,2.0,4.0,2.6,0.5,1.8,2.0
8,15,29,4,4,0,2,2,0,3,13.0,13.0,3.0,6.0,6.0,8.0,11.0,18.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,207.0,158.0,2860,6.0,6.0,329.0,443.0,0.0,3.0,6.0,9.0,4.0,4.0,0.8,1.0,2.4,3.6
8,17,29,19,19,2,0,2,3,0,8.0,8.0,5.0,4.0,2.0,3.0,17.0,16.0,1.0,2.0,0.0,0.0,0,0,11.0,11.0,132.0,169.0,3007,16.0,27.0,207.0,464.0,14.0,11.0,19.0,27.0,5.0,4.0,0.6,0.75,2.6,1.6
8,23,29,22,24,1,3,4,0,3,12.0,11.0,5.0,7.0,16.0,1.0,12.0,18.0,2.0,1.0,0.0,0.0,1,1,19.0,11.0,274.0,169.0,3053,29.0,34.0,456.0,471.0,19.0,14.0,29.0,37.0,2.0,4.0,0.8,1.2,2.6,2.2
8,24,29,13,13,1,1,2,1,1,8.0,7.0,4.0,1.0,0.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0,0,0,11.0,9.0,146.0,167.0,2948,22.0,19.0,255.0,456.0,12.0,10.0,23.0,20.0,3.0,4.0,1.0,1.2,2.8,3.8
8,25,29,36,36,3,0,3,3,0,12.0,6.0,5.0,3.0,2.0,3.0,11.0,10.0,0.0,2.0,0.0,0.0,0,1,39.0,17.0,318.0,175.0,3186,62.0,47.0,521.0,484.0,42.0,17.0,65.0,47.0,2.0,4.0,2.6,1.4,2.8,2.0
8,40,29,35,33,1,1,2,1,1,16.0,9.0,10.0,5.0,4.0,8.0,17.0,22.0,5.0,4.0,0.0,0.0,0,0,30.0,16.0,93.0,174.0,3166,49.0,42.0,147.0,479.0,31.0,17.0,50.0,43.0,3.0,4.0,1.2,1.2,2.6,3.4
8,43,29,22,22,4,2,6,3,0,16.0,9.0,10.0,4.0,9.0,6.0,11.0,10.0,0.0,2.0,1.0,2.0,1,1,24.0,11.0,229.0,169.0,3039,26.0,31.0,384.0,468.0,27.0,11.0,29.0,31.0,4.0,4.0,2.2,1.0,2.6,3.2
8,27,29,1,1,2,0,2,3,0,19.0,9.0,9.0,6.0,7.0,1.0,7.0,13.0,0.0,1.0,0.0,0.0,0,0,,,328.0,158.0,2834,,,584.0,437.0,,,,,1.0,4.0,2.6,1.4,3.4,3.2
8,0,29,17,17,5,0,5,3,0,15.0,3.0,10.0,1.0,5.0,2.0,10.0,11.0,0.0,3.0,0.0,0.0,1,1,22.0,11.0,298.0,169.0,2984,31.0,24.0,513.0,461.0,25.0,11.0,34.0,24.0,2.0,4.0,2.0,0.8,3.0,2.6
8,8,29,30,30,2,2,4,1,1,22.0,14.0,8.0,7.0,10.0,8.0,17.0,23.0,0.0,1.0,0.0,0.0,1,1,11.0,15.0,37.0,173.0,3122,17.0,38.0,53.0,475.0,12.0,16.0,18.0,39.0,5.0,4.0,0.8,0.6,3.6,1.4
8,22,29,33,31,1,0,1,3,0,14.0,6.0,5.0,2.0,9.0,3.0,6.0,13.0,0.0,1.0,0.0,1.0,0,0,29.0,16.0,70.0,174.0,3147,53.0,39.0,123.0,476.0,32.0,16.0,56.0,39.0,5.0,4.0,1.0,1.0,3.8,1.8
8,28,29,9,9,1,3,4,0,3,8.0,15.0,2.0,8.0,6.0,6.0,8.0,13.0,2.0,1.0,0.0,0.0,1,1,2.0,6.0,117.0,164.0,2913,10.0,13.0,198.0,450.0,2.0,9.0,10.0,16.0,4.0,4.0,1.4,0.8,3.6,3.6
